style,new_filename,artist_group,in_train,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist
Impressionism,83619.jpg,test_only,FALSE,A Sunday Afternoon Picnic at Box Hill ,wikiart,591914,1280,949,genre painting,1887,Tom Roberts
Realism,95850.jpg,train_and_test,TRUE,Flowers in a Blue Vase,wikiart,265360,1280,949,flower painting,c.1910,Odilon Redon
Impressionism,80989.jpg,train_and_test,TRUE,Flood,wikiart,582607,1024,1186,landscape,1889,Maxime Maufra
Romanticism,23449.jpg,train_and_test,FALSE,The Fall of an Avalanche in the Grisons,wikiart,289397,954,1273,landscape,1810,William Turner
Impressionism,6711.jpg,test_only,FALSE,The artist Igor Grabar,wikiart,205535,1600,759,portrait,1895,Filipp Malyavin
Impressionism,73849.jpg,train_and_test,TRUE,October,wikiart,527746,1100,1104,landscape,c.1901,John Henry Twachtman
Romanticism,37083.jpg,train_only,TRUE,The Arab Tent,wikiart,162134,900,1349,animal painting,1866,Edwin Henry Landseer
Impressionism,100277.jpg,train_and_test,FALSE,Church of Moret,wikiart,110047,1214,1000,cityscape,1893,Alfred Sisley
Impressionism,21125.jpg,train_and_test,TRUE,Dance at Bougival,wikipedia,231881,1525,796,genre painting,1883,Pierre-Auguste Renoir
Impressionism,63289.jpg,train_and_test,TRUE,Chestnut Trees at Louveciennes,wikiart,345319,948,1280,landscape,1872,Camille Pissarro
Impressionism,44562.jpg,train_only,TRUE,Oscar Björck and Eilif Peterssen Painting Portraits of Georg Brandes,wikiart,458504,948,1280,genre painting,1883,Peder Severin Kroyer
Realism,2184.jpg,train_and_test,TRUE,Mar Atlántico ,wikiart,901311,948,1280,marina,1889,Jose Maria Velasco
Impressionism,82335.jpg,train_and_test,FALSE,Pine Wood on the Cote d'Azur,wikiart,250529,948,1280,landscape,1885,Pierre-Auguste Renoir
Impressionism,87622.jpg,train_and_test,TRUE,My Baby (Cosy),wikiart,254641,1185,1024,portrait,c.1888,William Merritt Chase
Romanticism,83287.jpg,train_and_test,TRUE,The North Gate of the Citadel,wikiart,297380,1024,1185,landscape,1834,Christen Kobke
Romanticism,102201.jpg,train_and_test,TRUE,"The River Wensum, Norwich",wikiart,299897,948,1280,landscape,1814,John Crome
Impressionism,75728.jpg,train_and_test,TRUE,Along the Seine,wikiart,1526824,948,1280,genre painting,1887,Childe Hassam
Impressionism,14675.jpg,test_only,FALSE,Twenty Minutes Past Three ,wikiart,256559,1280,948,genre painting,1886,Tom Roberts
Romanticism,89013.jpg,train_only,TRUE,Dramatiskt forslandskap med figurer och kvarnbyggnader,wikipedia,390301,948,1280,landscape,1854,Marcus Larson
Impressionism,3785.jpg,train_only,TRUE,William Dean Howells ,wikiart,436040,948,1280,portrait,1912,Lilla Cabot Perry
Romanticism,68117.jpg,train_and_test,FALSE,At night. Blue wave,wikiart,273676,1103,1100,marina,1876,Ivan Aivazovsky
Impressionism,1828.jpg,train_and_test,TRUE,"Racecourse, Nice",wikiart,288578,1011,1200,landscape,1921,Winston Churchill
Realism,93461.jpg,train_and_test,FALSE,The Sleeping Seamstress,wikiart,287095,1213,1000,genre painting,,Jean-Francois Millet
Impressionism,43892.jpg,train_and_test,TRUE,"Sunlight and Shadow, Shinnecock Hills",wikiart,254114,1024,1184,landscape,,William Merritt Chase
Romanticism,1671.jpg,train_and_test,TRUE,Captain Hay of Spot,wikiart,160600,1400,866,portrait,,Henry Raeburn
Impressionism,97829.jpg,train_and_test,TRUE,Gabrielle in a Chemise,wikiart,292679,1071,1132,portrait,1905,Pierre-Auguste Renoir
Impressionism,77896.jpg,train_and_test,TRUE,"Late Afternoon, Alamo Heights, San Antonio, Texas",wikiart,1985261,947,1280,landscape,1922,Robert Julian Onderdonk
Impressionism,84145.jpg,train_and_test,TRUE,"Adams and St. Helen's, Early Morning",wikiart,1136337,947,1280,landscape,1887,Childe Hassam
Impressionism,36179.jpg,train_and_test,TRUE,"The Village of Knocke, Belgium",wikiart,265625,947,1280,landscape,1894,Camille Pissarro
Realism,102486.jpg,train_and_test,TRUE,Autoretrato ,wikiart,1114651,1280,947,self-portrait,1894,Jose Maria Velasco
Impressionism,69907.jpg,train_and_test,TRUE,November Mist,wikiart,336249,1053,1151,landscape,1922,Willard Metcalf
Impressionism,29221.jpg,train_and_test,TRUE,The Effect of Sunlight on the Banks of the Loing,wikiart,1570513,1024,1183,landscape,,Francis Picabia
Impressionism,102590.jpg,train_and_test,TRUE,Winter at Montfoucault 2,wikiart,356392,1024,1183,landscape,1875,Camille Pissarro
Impressionism,11247.jpg,train_and_test,TRUE,Havana,wikiart,2003204,1024,1183,cityscape,1895,Childe Hassam
Impressionism,66612.jpg,train_and_test,TRUE,Reflections Rocks and Water,wikiart,524296,946,1280,landscape,c.1910,John Singer Sargent
Realism,81689.jpg,train_and_test,FALSE,Rocas con borreguitos,wikiart,1100965,946,1280,landscape,,Jose Maria Velasco
Realism,2971.jpg,train_and_test,TRUE,Cañada de Metlac ,wikiart,941038,946,1280,landscape,1881,Jose Maria Velasco
Realism,35600.jpg,train_and_test,TRUE,Río de San Ángel,wikiart,920504,946,1280,landscape,,Jose Maria Velasco
Realism,25411.jpg,train_and_test,TRUE,Bahia de la Habana ,wikiart,830685,946,1280,marina,1889,Jose Maria Velasco
Impressionism,25283.jpg,train_and_test,FALSE,The Barnyard,wikiart,1777274,946,1280,genre painting,1885,Childe Hassam
Romanticism,18146.jpg,train_and_test,TRUE,Puente rústico en el río San Ángel ,wikiart,1172845,1280,946,,1862,Jose Maria Velasco
Impressionism,37972.jpg,train_and_test,TRUE,On the Suffolk Coast 02,wikiart,241981,946,1280,landscape,1885,Willard Metcalf
Impressionism,39090.jpg,train_and_test,TRUE,Poppy Field,wikiart,1671380,1024,1182,landscape,1910,Guy Rose
Realism,57692.jpg,train_and_test,FALSE,Cows in the Field,wikiart,169285,1245,972,animal painting,1852,Constant Troyon
Realism,77232.jpg,train_and_test,TRUE,Estudio de árboles,wikiart,988556,945,1280,landscape,1908,Jose Maria Velasco
Impressionism,27501.jpg,train_and_test,TRUE,October,wikiart,1710334,945,1280,landscape,1903,William Merritt Chase
Romanticism,71224.jpg,train_and_test,TRUE,Fantasy cityview of Maassluis,wikiart,390566,1008,1200,cityscape,,Cornelis Springer
Impressionism,1485.jpg,train_and_test,TRUE,"The Saint Sever Bridge at Rouen, Fog",wikiart,231392,945,1280,cityscape,1896,Camille Pissarro
Romanticism,99997.jpg,train_and_test,TRUE,Portrait of Achille Emperaire,wikiart,307353,1124,1076,portrait,1868,Paul Cezanne
Impressionism,70804.jpg,train_and_test,TRUE,Incoming Tide,wikiart,1849049,1024,1181,nude painting (nu),1919,Childe Hassam
Impressionism,91191.jpg,train_and_test,TRUE,Snowbound,wikiart,468285,944,1280,landscape,1900,John Henry Twachtman
Romanticism,42722.jpg,train_and_test,TRUE,"Cascade, Rockland County (Ramapo) NY ",wikiart,642967,1180,1024,landscape,1876,David Johnson
Realism,71298.jpg,train_and_test,TRUE,Volcán de Orizaba desde la Hacienda de San Miguelito ,wikiart,972739,944,1280,landscape,1891,Jose Maria Velasco
Impressionism,38440.jpg,train_and_test,TRUE,Connoisseur,wikiart,300496,1024,1180,genre painting,1882,The Studio Corner
Impressionism,5887.jpg,train_and_test,FALSE,Rocks at Appledore,wikiart,1668415,944,1280,marina,1916,Childe Hassam
Impressionism,13922.jpg,train_and_test,TRUE,Man and Woman on the Beach,wikiart,221356,944,1280,genre painting,1893,Thomas Pollock Anshutz
Romanticism,16662.jpg,train_and_test,FALSE,Planning the Attack ,wikiart,349094,895,1350,genre painting,1900,Charles M. Russell
Impressionism,61518.jpg,train_and_test,TRUE,Study of a Young Girl,wikiart,259616,1125,1074,sketch and study,,William Merritt Chase
Realism,99094.jpg,train_and_test,TRUE,Portrait of Katharine Rice,wikiart,590623,1181,1023,portrait,1900,Thomas Pollock Anshutz
Impressionism,28998.jpg,train_and_test,TRUE,The Conversation,wikiart,374757,1208,1000,genre painting,1895,Federico Zandomeneghi
Impressionism,93152.jpg,train_and_test,TRUE,The Path,wikiart,403047,1024,1179,landscape,1915,Willard Metcalf
Impressionism,69011.jpg,train_and_test,TRUE,Tilla Durieux,wikiart,302324,1233,979,portrait,1914,Pierre-Auguste Renoir
Romanticism,37913.jpg,train_and_test,TRUE,Stolen Horses [No. 3] (detail) ,wikiart,450166,943,1280,genre painting,1911,Charles M. Russell
Impressionism,54669.jpg,train_and_test,FALSE,The Boating Party,wikiart,147122,961,1256,genre painting,1894,Mary Cassatt
Realism,73436.jpg,train_and_test,TRUE,The old gardener,wikiart,353683,1300,928,genre painting,1882,Vasily Surikov
Realism,97232.jpg,train_and_test,TRUE,Portrait of Suzanne Manet,wikiart,206617,1198,1007,portrait,1870,Edouard Manet
Impressionism,73428.jpg,test_only,FALSE,Mrs. L. A. Abrahams ,wikipedia,499756,1178,1024,portrait,1888,Tom Roberts
Impressionism,41239.jpg,train_and_test,TRUE,A Summer Afternon in Holland (Sunlight and Shadow),wikiart,1593709,1024,1178,genre painting,1884,William Merritt Chase
Impressionism,65450.jpg,train_and_test,TRUE,Landscape,wikiart,266586,1178,1024,landscape,,Pierre-Auguste Renoir
Realism,54927.jpg,train_and_test,TRUE,Portrait of Frank B. A. Linton,wikiart,298171,1200,1005,portrait,1904,Thomas Eakins
Romanticism,96452.jpg,train_and_test,TRUE,Rocky Bay with Figures,wikiart,183309,957,1260,marina,c.1830,William Turner
Impressionism,99029.jpg,train_and_test,TRUE,The Garden,wikiart,282349,1129,1068,landscape,1869,Eugene Boudin
Realism,53088.jpg,train_and_test,TRUE,Valle de México desde el cerro de Santa Isabel ,wikiart,759694,942,1280,landscape,1892,Jose Maria Velasco
Realism,93704.jpg,train_and_test,FALSE,Valle de México tomado en las lomas de Tacubaya ,wikiart,978511,942,1280,landscape,1885,Jose Maria Velasco
Impressionism,42098.jpg,train_and_test,TRUE,"Sailing Boats, Dieppe Harbor",wikiart,1633137,1024,1177,marina,1885,John Henry Twachtman
Impressionism,25221.jpg,test_only,FALSE,Miss Isobel McDonald ,wikiart,579745,1177,1024,portrait,1895,Tom Roberts
Romanticism,48723.jpg,train_and_test,FALSE,"A View of Posilippo, Naples",wikiart,384541,1205,1000,cityscape,,Franz Richard Unterberger
Romanticism,27255.jpg,train_and_test,FALSE,The Bay of Naples,wikiart,396304,1205,1000,landscape,,Franz Richard Unterberger
Realism,96513.jpg,train_and_test,FALSE,"Fall at the Jean-du-Paris, in the Forest of Fontainebleau",wikiart,335434,1199,1005,landscape,,Theodore Rousseau
Realism,22549.jpg,train_and_test,TRUE,Portrait of William H. MacDowell,wikiart,260508,1200,1004,portrait,1904,Thomas Eakins
Impressionism,53808.jpg,train_and_test,TRUE,Portrait of Georges Riviere,wikiart,352018,1213,993,portrait,1880,Pierre-Auguste Renoir
Realism,7503.jpg,train_and_test,FALSE,Meuse River around Namur,wikiart,246621,941,1280,landscape,1880,Theo van Rysselberghe
Impressionism,82454.jpg,train_only,TRUE,Angela ,wikiart,454542,1280,941,portrait,1891,Lilla Cabot Perry
Impressionism,37550.jpg,train_and_test,TRUE,Windmill on Williams Ranch,wikiart,1659116,941,1280,landscape,,Robert Julian Onderdonk
Realism,32667.jpg,train_and_test,TRUE,The Zaeslin siblings,wikiart,267903,941,1280,portrait,1896,Albert Anker
Impressionism,21647.jpg,train_only,TRUE,A Fairy Tale ,wikiart,432322,1280,941,genre painting,1912,Lilla Cabot Perry
Romanticism,3872.jpg,train_and_test,TRUE,Summer Twilight,wikiart,341902,1208,997,landscape,1827,Thomas Cole
Realism,714.jpg,train_and_test,TRUE,Sir Edmund Gosse,wikiart,270109,1219,988,portrait,c.1886,John Singer Sargent
Impressionism,31624.jpg,train_and_test,TRUE,"The Barn, Morning, Eragny",wikiart,454313,1024,1176,landscape,1893,Camille Pissarro
Romanticism,554.jpg,train_and_test,TRUE,Olive Maxse,wikiart,124156,1338,900,sketch and study,,Edward Burne-Jones
Impressionism,99662.jpg,train_and_test,TRUE,The Road in the Woods,wikipedia,322671,995,1210,landscape,1879,Alfred Sisley
Impressionism,2486.jpg,train_and_test,TRUE,Marie Therese Gaillard,wikiart,257205,1068,1127,portrait,1894,Mary Cassatt
Realism,16609.jpg,train_and_test,TRUE,Visit of the Unhealthy Teacher,wikiart,386397,1003,1200,genre painting,1897,Nikolay Bogdanov-Belsky
Romanticism,20059.jpg,train_and_test,TRUE,Girl Gathering Grapes in a Suburb of Naples,wikiart,439438,1200,1003,genre painting,1827,Karl Bryullov
Realism,61172.jpg,train_and_test,TRUE,Uno de los grandes Ahuehuetes,wikiart,763003,940,1280,landscape,,Jose Maria Velasco
Impressionism,6749.jpg,train_and_test,TRUE,Landscape,wikiart,335318,940,1280,landscape,,Camille Pissarro
Realism,72230.jpg,train_and_test,TRUE,Reading,wikiart,662171,940,1280,portrait,1877,Henri Fantin-Latour
Realism,4476.jpg,train_and_test,TRUE,Schreibender Knabe,wikiart,342858,940,1280,portrait,1908,Albert Anker
Impressionism,74471.jpg,test_only,FALSE,The Mailmana to Omeo ,wikiart,518643,940,1280,landscape,1888,Tom Roberts
Impressionism,95918.jpg,train_and_test,TRUE,Breton Landscape Church and Orchard,wikiart,271456,940,1280,landscape,,Pierre-Auguste Renoir
Romanticism,41523.jpg,train_and_test,FALSE,Indian Rider,wikiart,131809,1215,990,genre painting,,Charles M. Russell
Impressionism,34840.jpg,train_and_test,TRUE,Statue of Perseus by Night,wikiart,303150,1296,928,cityscape,c.1902,John Singer Sargent
Realism,17853.jpg,train_and_test,TRUE,Visit of the Unhealthy Teacher,wikiart,377588,1002,1200,genre painting,c.1920,Nikolay Bogdanov-Belsky
Impressionism,102606.jpg,train_only,TRUE,Interior din atelierul din Place Dauphine,wikiart,330783,1202,1000,portrait,1934,Theodor Pallady
Impressionism,9818.jpg,train_and_test,FALSE,Back of a Male Figure,wikiart,1503175,1280,939,sketch and study,1885,William Merritt Chase
Romanticism,59026.jpg,train_and_test,TRUE,Patio del ex convento de San Augusín ,wikiart,1045879,939,1280,cityscape,1861,Jose Maria Velasco
Impressionism,70737.jpg,train_and_test,FALSE,"Kitchen Gardens at l'Hermitage, Pontoise",wikiart,415474,939,1280,landscape,1873,Camille Pissarro
Realism,7520.jpg,train_and_test,TRUE,Shell carts on the beach,wikiart,438854,1036,1160,landscape,,Johan Hendrik Weissenbruch
Romanticism,50760.jpg,train_only,TRUE,Angel of Death,wikipedia,110051,1253,959,religious painting,1851,Horace Vernet
Realism,32175.jpg,train_only,TRUE,Morning,wikipedia,229856,1226,980,nude painting (nu),,Julius LeBlanc Stewart
Realism,48556.jpg,train_and_test,TRUE,Portrait of Samuel Murray,wikiart,196510,1200,1001,portrait,1889,Thomas Eakins
Impressionism,80188.jpg,train_and_test,TRUE,The Terre-Cuite Tea Set (aka French Tea Garden),wikiart,1764560,1024,1173,genre painting,1910,Childe Hassam
Impressionism,52893.jpg,test_only,FALSE,Portrait of an Aboriginal Woman (Maria Yulgilbar) ,wikiart,388337,1173,1024,portrait,1895,Tom Roberts
Impressionism,26610.jpg,train_and_test,FALSE,Shinnecock Hills (Shinnecock Hills Autumn),wikiart,258828,1024,1173,landscape,1893,William Merritt Chase
Romanticism,40373.jpg,train_and_test,TRUE,Stratford Mill,wikiart,417109,942,1275,landscape,c.1820,John Constable
Impressionism,24907.jpg,train_and_test,TRUE,Woodland Scene near Mimizan,wikiart,361631,1201,1000,landscape,,Winston Churchill
Romanticism,68941.jpg,train_and_test,FALSE,Battle of Belly River ,wikiart,450528,931,1290,battle painting,1905,Charles M. Russell
Realism,70930.jpg,train_and_test,TRUE,Bishop Benjamin Tucker Tanner ,wikiart,443064,1280,938,portrait,1897,Henry Ossawa Tanner
Impressionism,59337.jpg,train_and_test,TRUE,"Cannon Beach, Oregon",wikiart,1708436,938,1280,landscape,1901,Childe Hassam
Impressionism,93001.jpg,train_and_test,FALSE,Springtime,wikiart,208165,938,1280,landscape,c.1884,John Henry Twachtman
Impressionism,70354.jpg,train_and_test,TRUE,Yellowstone Park,wikiart,349565,1215,988,landscape,1895,John Henry Twachtman
Impressionism,31657.jpg,train_and_test,FALSE,Escenas del circo,wikiart,521741,992,1210,genre painting,1891,Arturo Michelena
Impressionism,85413.jpg,train_and_test,TRUE,Figures in a Garden,wikiart,405648,1024,1172,genre painting,,Pierre-Auguste Renoir
Impressionism,6604.jpg,train_and_test,TRUE,"Pont Royal, Paris",wikiart,1729847,1024,1172,cityscape,1897,Childe Hassam
Impressionism,80413.jpg,train_and_test,TRUE,Swollen Brook (No. 2),wikiart,1689893,1024,1172,landscape,1923,Willard Metcalf
Romanticism,76153.jpg,train_and_test,TRUE,The Golden Hour,wikiart,213662,1103,1088,portrait,1908,Sir Lawrence Alma-Tadema
Realism,37029.jpg,train_and_test,TRUE,Portrait of the Artist Arkhip Kuinji,wikiart,617309,1250,960,portrait,1869,Viktor Vasnetsov
Realism,10320.jpg,train_only,TRUE,A Portrait of Sun Duoci,wikiart,135212,1200,1000,portrait,,Xu Beihong
Romanticism,16720.jpg,train_and_test,TRUE,The Baptism of Russia ,wikipedia,281269,1200,1000,history painting,1896,Viktor Vasnetsov
Impressionism,52515.jpg,train_and_test,TRUE,Lady in Brown Evening Dress ,wikiart,177783,1395,860,portrait,1894,Giovanni Boldini
Impressionism,65186.jpg,train_and_test,FALSE,"In Washington Park, Brooklyn, N.Y.",wikiart,1665934,937,1280,landscape,c.1888,William Merritt Chase
Realism,29087.jpg,train_and_test,FALSE,Grossvater mit Zeitung,wikiart,353234,937,1280,genre painting,1906,Albert Anker
Realism,62793.jpg,train_and_test,TRUE,Valle de México desde el cerro de Tepeyac,wikiart,956563,937,1280,landscape,1894,Jose Maria Velasco
Romanticism,49521.jpg,train_and_test,FALSE,The spinning wheel,wikiart,394401,937,1280,genre painting,,Giovanni Battista Torriglia
Impressionism,36761.jpg,train_and_test,TRUE,The Coast of Holland,wikiart,310290,937,1280,landscape,1884,William Merritt Chase
Impressionism,82468.jpg,train_and_test,FALSE,View of New York from the Top of Fort George,wikiart,724754,937,1280,cityscape,1920,Childe Hassam
Realism,83685.jpg,train_and_test,TRUE,Pórfidos del cerro de los Gachupines,wikiart,992080,937,1280,landscape,,Jose Maria Velasco
Romanticism,3218.jpg,train_and_test,TRUE,Storm Clouds Sunset,wikiart,289917,926,1295,marina,c.1825,William Turner
Romanticism,13584.jpg,train_only,TRUE,Napoleon at the battle of Friedland,wikipedia,270826,1024,1171,battle painting,1807,Horace Vernet
Realism,51346.jpg,train_and_test,TRUE,Asleep In The Woods ,wikiart,846054,1199,1000,genre painting,1877,Jules Breton
Realism,52659.jpg,train_and_test,TRUE,Portrait of Vasily Vasilyevich Mate,wikiart,147159,999,1200,portrait,,Boris Kustodiev
Realism,32393.jpg,train_and_test,FALSE,Arrangement in Yellow and Grey,wikiart,482312,1600,749,portrait,1858,James McNeill Whistler
Realism,44994.jpg,train_and_test,TRUE,Rocky Landscape ,wikiart,349560,919,1304,landscape,,Theodore Rousseau
Realism,82822.jpg,train_and_test,TRUE,Portrait of the Artist's Mother ,wikiart,453925,936,1280,portrait,1897,Henry Ossawa Tanner
Realism,47455.jpg,test_only,FALSE,Aufbahrung der Märzgefallenen,wikiart,317718,936,1280,genre painting,1848,Adolph Menzel
Impressionism,31248.jpg,train_and_test,TRUE,The Effect of Sun on the Banks of the Loing,wikiart,388246,936,1280,landscape,1905,Francis Picabia
Realism,88750.jpg,train_and_test,FALSE,Valle de México tomado en las lomas de Tacubaya,wikiart,937641,936,1280,landscape,,Jose Maria Velasco
Realism,42209.jpg,train_and_test,TRUE,Camino a Chalco con los volcanes,wikiart,893372,936,1280,landscape,,Jose Maria Velasco
Impressionism,100429.jpg,train_and_test,TRUE,Gloucester harbour Sun,wikiart,431761,1040,1152,cityscape,1895,Willard Metcalf
Impressionism,70400.jpg,train_only,TRUE,Dobrudjan Street,wikiart,298636,998,1200,cityscape,,Lucian Grigorescu
Impressionism,72231.jpg,train_and_test,FALSE,Shinnecock Hills ,wikiart,1606365,1024,1169,landscape,1895,William Merritt Chase
Romanticism,97857.jpg,train_and_test,TRUE,Dante`s Vision of Rachel and Leah,wikiart,346530,1152,1039,literary painting,1855,Dante Gabriel Rossetti
Romanticism,7246.jpg,train_and_test,FALSE,Indians Discovering Lewis and Clark ,wikiart,612007,935,1280,genre painting,1896,Charles M. Russell
Realism,32957.jpg,train_and_test,TRUE,Volcán de Orizaba ,wikiart,1041160,935,1280,landscape,1875,Jose Maria Velasco
Realism,98813.jpg,train_and_test,FALSE,Barranca,wikiart,1003509,935,1280,landscape,,Jose Maria Velasco
Impressionism,67273.jpg,train_and_test,FALSE,Mount Hood,wikiart,1538944,935,1280,landscape,1908,Childe Hassam
Impressionism,96639.jpg,train_and_test,TRUE,Sunset Glow (verso),wikiart,298933,935,1280,landscape,1897,Thomas Pollock Anshutz
Impressionism,7939.jpg,train_and_test,TRUE,Flowers ,wikiart,1955546,1280,935,landscape,,John Henry Twachtman
Impressionism,16007.jpg,train_and_test,FALSE,Bank of a Lake in Central Park,wikiart,1693689,935,1280,landscape,1890,William Merritt Chase
Realism,21078.jpg,train_and_test,TRUE,The Spanish Singer,wikipedia,189259,1241,964,genre painting,1860,Edouard Manet
Realism,102192.jpg,train_and_test,TRUE,Portrait of Professor William D. Marks,wikipedia,371602,1278,936,portrait,c.1886,Thomas Eakins
Impressionism,494.jpg,train_and_test,TRUE,Study for the apple picker,wikiart,508463,1350,886,sketch and study,,Camille Pissarro
Impressionism,72283.jpg,train_and_test,TRUE,"Landscape with trees, Calcot-on-the-Thames",wikipedia,321786,935,1279,landscape,c.1888,John Singer Sargent
Impressionism,69094.jpg,train_and_test,TRUE,Harbor View Hotel,wikiart,382699,1080,1107,landscape,c.1902,John Henry Twachtman
Impressionism,5716.jpg,train_and_test,TRUE,Lane of Trees,wikiart,1424029,1280,934,landscape,,Odilon Redon
Impressionism,5222.jpg,train_and_test,FALSE,The Little Garden,wikiart,1539934,934,1280,genre painting,1895,William Merritt Chase
Realism,80822.jpg,train_and_test,FALSE,Valle de México desde el cerro de Santa Isabel ,wikiart,825030,934,1280,landscape,1884,Jose Maria Velasco
Impressionism,63846.jpg,train_and_test,FALSE,Sara in a Bonnet,wikiart,185280,1211,987,portrait,,Mary Cassatt
Impressionism,3154.jpg,train_and_test,FALSE,"Laguna Rocks, Low Tide",wikiart,1545718,1024,1167,landscape,1916,Guy Rose
Romanticism,66335.jpg,train_and_test,TRUE,Fantasia arabe,wikipedia,410885,1024,1167,battle painting,1889,Arturo Michelena
Impressionism,61035.jpg,train_and_test,TRUE,Landscape with Trees,wikiart,200749,1167,1024,landscape,,Pierre-Auguste Renoir
Realism,6624.jpg,train_and_test,TRUE,Olive Trees at Corfu,wikiart,312539,922,1296,landscape,1909,John Singer Sargent
Impressionism,82134.jpg,train_and_test,TRUE,Vase of Anemones,wikiart,416865,1125,1062,flower painting,,Pierre-Auguste Renoir
Romanticism,70550.jpg,train_and_test,TRUE,Ariccia Sunset,wikiart,193869,955,1251,landscape,c.1828,William Turner
Realism,94455.jpg,train_and_test,TRUE,Drawing The Icosahedron ,wikiart,158023,888,1345,sketch and study,1859,Thomas Eakins
Romanticism,82816.jpg,train_and_test,FALSE,The Shepherd's Dream,wikipedia,322585,933,1280,literary painting,1786,Henry Fuseli
Impressionism,47981.jpg,train_only,TRUE,Portrait of the Artist's Mother,wikiart,409156,1280,933,portrait,1898,Othon Friesz
Impressionism,75862.jpg,train_and_test,TRUE,"Norman's Woe, Gloucester, Massachusetts",wikiart,895603,933,1280,landscape,1918,Childe Hassam
Romanticism,31623.jpg,train_and_test,TRUE,Caught in the Act ,wikiart,465654,933,1280,genre painting,1888,Charles M. Russell
Romanticism,72627.jpg,train_and_test,TRUE,Templo de San Bernardo ,wikiart,946374,933,1280,,1861,Jose Maria Velasco
Impressionism,35567.jpg,train_and_test,TRUE,The Conversation,wikiart,425850,933,1280,genre painting,1870,Giovanni Boldini
Impressionism,62321.jpg,train_only,TRUE,The Sea,wikipedia,320727,933,1280,landscape,1891,Aleksander Gierymski
Realism,8294.jpg,train_and_test,FALSE,Valle de México desde el río de los Morales ,wikiart,827956,933,1280,landscape,1891,Jose Maria Velasco
Impressionism,96840.jpg,train_and_test,TRUE,Smiling Mother with Sober Faced Child,wikiart,180372,1226,974,genre painting,c.1894,Mary Cassatt
Realism,81584.jpg,train_and_test,TRUE,Head of a Jew in Palestine ,wikiart,420710,1166,1024,portrait,1899,Henry Ossawa Tanner
Realism,39750.jpg,train_and_test,TRUE,Young man in the costume of a majo,wikiart,227245,1366,874,portrait,1863,Edouard Manet
Impressionism,80486.jpg,train_and_test,TRUE,Looking for Shellfish,wikipedia,254845,899,1328,genre painting,1919,Joaquín Sorolla
Romanticism,79841.jpg,train_and_test,TRUE,Expulsion. Moon and Firelight,wikiart,141304,939,1271,landscape,c.1828,Thomas Cole
Realism,52693.jpg,train_and_test,TRUE,"The Evaux Mill at Chiery, near Chateau Thierry",wikiart,325009,1069,1116,landscape,c.1860,Camille Corot
Impressionism,14448.jpg,train_and_test,TRUE,View of Rouen,wikiart,323929,1024,1165,cityscape,1883,Camille Pissarro
Impressionism,66836.jpg,train_and_test,TRUE,Sunset Glow (recto),wikiart,269137,932,1280,marina,1897,Thomas Pollock Anshutz
Romanticism,18727.jpg,train_and_test,TRUE,Free Trappers ,wikipedia,477091,1280,932,genre painting,1911,Charles M. Russell
Realism,44782.jpg,train_and_test,FALSE,Tamascalcingo ,wikiart,838201,932,1280,landscape,1878,Jose Maria Velasco
Realism,100929.jpg,train_and_test,TRUE,Temascalcingo ,wikiart,1044174,932,1280,landscape,1909,Jose Maria Velasco
Impressionism,23657.jpg,train_and_test,TRUE,In the Garden,wikiart,505409,932,1280,genre painting,,Giovanni Boldini
Impressionism,92062.jpg,train_and_test,TRUE,By the Sea,wikiart,323075,932,1280,landscape,1904,Maxime Maufra
Impressionism,64242.jpg,train_and_test,TRUE,Springtime,wikiart,1979471,932,1280,landscape,1901,Robert Julian Onderdonk
Romanticism,21622.jpg,train_and_test,TRUE,Campagna Landscape,wikiart,189267,1000,1192,landscape,1858,Arnold Böcklin
Impressionism,68069.jpg,train_and_test,TRUE,Landscape Near Cagnes,wikiart,419849,1024,1164,landscape,1910,Pierre-Auguste Renoir
Impressionism,87094.jpg,train_and_test,FALSE,The Island of Saint Denis,wikiart,238198,940,1268,landscape,1872,Alfred Sisley
Impressionism,101622.jpg,train_and_test,TRUE,Landscape,wikiart,378792,931,1280,landscape,1900,Pierre-Auguste Renoir
Impressionism,93146.jpg,train_and_test,TRUE,"The Inner Studio, Tenth Street",wikiart,233476,931,1280,interior,1882,William Merritt Chase
Impressionism,43656.jpg,train_and_test,TRUE,Landscape with Cows,wikiart,319546,931,1280,landscape,1870,Jules Dupre
Romanticism,91175.jpg,train_and_test,TRUE,A Wounded Grizzly ,wikiart,546374,1200,993,genre painting,1906,Charles M. Russell
Realism,90759.jpg,train_and_test,TRUE,The Red School House,wikipedia,1806873,1298,918,portrait,1873,Winslow Homer
Impressionism,71475.jpg,train_and_test,FALSE,The Garden Door,wikiart,271134,1163,1024,genre painting,1888,Childe Hassam
Romanticism,31816.jpg,train_and_test,TRUE,Satan's Flight Through Chaos,wikiart,366721,1210,984,illustration,c.1868,Gustave Dore
Realism,84295.jpg,train_and_test,TRUE,Portrait of Lina Campineanu,wikiart,532172,1200,992,portrait,1878,Edouard Manet
Impressionism,9413.jpg,train_and_test,TRUE,Beach Scene,wikiart,281478,930,1280,landscape,1896,Morning at Canoe Place
Realism,91240.jpg,train_and_test,TRUE,Portrait of Konstantin Somov,wikiart,183039,1200,992,portrait,1914,Boris Kustodiev
