style,new_filename,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist
Impressionism,1570.jpg,New England Road,wikiart,681221.0,2148.0,2106.0,landscape,1902,Childe Hassam
Romanticism,21609.jpg,The St. Stephen's Cathedral in Vienna,wikiart,2875775.0,1998.0,2262.0,cityscape,1831,Rudolf von Alt
Romanticism,86958.jpg,Horse drawn,wikiart,472976.0,1765.0,2560.0,animal painting,,Honore Daumier
Impressionism,65916.jpg,Caves Prunal near Pontgibaud (Auvergne),wikiart,4160244.0,1888.0,2389.0,landscape,,Armand Guillaumin
Impressionism,53758.jpg,Low Tide at Varengeville 02,wikiart,3301296.0,1957.0,2300.0,landscape,1882,Claude Monet
Romanticism,65463.jpg,The Paris Sfinks,wikiart,3527252.0,2495.0,1804.0,genre painting,1867,Alfred Stevens
Impressionism,29117.jpg,Grain fields on the hills of Argenteuil,wikiart,482764.0,1758.0,2560.0,landscape,1873,Alfred Sisley
Impressionism,59779.jpg,In the Wheatfield at Gennevilliers,wikiart,408531.0,1758.0,2560.0,genre painting,1875,Berthe Morisot
Impressionism,72290.jpg,The Symbol of Spring,wikiart,1149689.0,3000.0,1500.0,allegorical painting,1900,Edmund Charles Tarbell
Romanticism,95301.jpg,Song of songs,wikiart,725100.0,2051.0,2194.0,religious painting,1853,Gustave Moreau
Romanticism,36479.jpg,In the Tepidarium,wikiart,3508701.0,1796.0,2499.0,nude painting (nu),1881,Sir Lawrence Alma-Tadema
Romanticism,60394.jpg,View of the Old Town Square with the Church in Prague They,wikiart,2519552.0,2526.0,1776.0,cityscape,1843,Rudolf von Alt
Romanticism,21269.jpg,April Love,wikipedia,319159.0,2846.0,1576.0,genre painting,1856,Arthur Hughes
Impressionism,94764.jpg,"The Banks of the Seine, Lavacourt 02",wikiart,4150866.0,1794.0,2500.0,landscape,1878,Claude Monet
Romanticism,102203.jpg,"Indians hunting the bison, plate 31 from Volume 2 of 'Travels in the Interior of North America' ",wikiart,3756295.0,1840.0,2437.0,genre painting,1834,Karl Bodmer
Romanticism,70102.jpg,Degas portrait in the Uffizi,wikiart,660819.0,2716.0,1650.0,sketch and study,1859,Gustave Moreau
Romanticism,79210.jpg,The Martyrdom of the Holy Innocents,wikiart,1480020.0,1728.0,2587.0,religious painting,1868,Gustave Dore
Romanticism,54945.jpg,A Parable of Love,wikiart,1335820.0,2227.0,2007.0,allegorical painting,1850,Dante Gabriel Rossetti
Impressionism,35378.jpg,The Balcony,wikiart,1452850.0,2575.0,1735.0,sketch and study,1880,James McNeill Whistler
Impressionism,52367.jpg,Thames at Hampton Court,wikiart,402937.0,1741.0,2560.0,landscape,1874,Alfred Sisley
Impressionism,34632.jpg,The Aqueduct at Marly,wikiart,373859.0,1740.0,2560.0,landscape,1874,Alfred Sisley
Impressionism,24863.jpg,Model on the Cliff,wikiart,892072.0,2362.0,1885.0,nude painting (nu),,Georg Pauli
Romanticism,38794.jpg,The summer,wikiart,1234836.0,1736.0,2560.0,landscape,1807,Caspar David Friedrich
Impressionism,69151.jpg,"Isles of Shoals, Broad Cove",wikiart,1349255.0,2040.0,2178.0,marina,1911,Childe Hassam
Romanticism,43351.jpg,Rocky Ravine,wikipedia,507979.0,2385.0,1860.0,landscape,1823,Caspar David Friedrich
Impressionism,97281.jpg,Sancho Panza and Don Quixote in the Mountains,wikiart,492957.0,1732.0,2560.0,literary painting,,Honore Daumier
Impressionism,57835.jpg,The Garden,wikiart,1117530.0,1885.0,2346.0,genre painting,1872,Claude Monet
Impressionism,54302.jpg,The Esterel Mountains,wikiart,1263874.0,1768.0,2500.0,landscape,1888,Claude Monet
Romanticism,36033.jpg,Bush fire between Mount Elephant and Timboon ,wikiart,1837699.0,1643.0,2680.0,landscape,1857.0,Eugene von Guerard
Impressionism,10970.jpg,Two Dancers at Rest (Dancers in Blue),wikiart,500390.0,2175.0,2024.0,genre painting,,Edgar Degas
Romanticism,93982.jpg,The Walls of Lucerne ,wikiart,2193015.0,1752.0,2508.0,cityscape,1866.0,John Ruskin
Impressionism,99145.jpg,Portrait of Sergey Muromtsev,wikiart,1553862.0,2435.0,1803.0,portrait,1910.0,Valentin Serov
Impressionism,86365.jpg,"Section of the Seine, near Giverny",wikiart,1571789.0,1808.0,2424.0,landscape,1885,Claude Monet
Impressionism,22486.jpg,The Seine at Lavacourt,wikiart,991614.0,1826.0,2399.0,landscape,1878,Claude Monet
Romanticism,69595.jpg,A Vision of Fiammetta,wikipedia,904800.0,2646.0,1653.0,portrait,1878,Dante Gabriel Rossetti
Impressionism,101424.jpg,In the Conservatory,wikiart,711563.0,1884.0,2317.0,genre painting,c.1878,James Tissot
Impressionism,22987.jpg,Clearing Back,wikiart,708748.0,1705.0,2560.0,landscape,,Nicolae Grigorescu
Romanticism,51203.jpg,Italian Coast Scene with Ruined Tower,wikiart,3089947.0,1796.0,2428.0,landscape,1838,Thomas Cole
Impressionism,1016.jpg,San Giorgio Maggiore at Dusk,wikipedia,7728145.0,1758.0,2480.0,cityscape,1908,Claude Monet
Romanticism,4674.jpg,Malvern Hall,wikiart,431434.0,1703.0,2560.0,landscape,c.1821,John Constable
Impressionism,26676.jpg,The Sisters of the Painter Schlobach,wikiart,1871703.0,2479.0,1758.0,portrait,1884,Theo van Rysselberghe
Romanticism,50805.jpg,Promenade of the Holy Office,wikiart,835738.0,1428.0,3051.0,genre painting,1823,Francisco Goya
Romanticism,33640.jpg,Portrait of a Boy,wikiart,1341943.0,2410.0,1805.0,portrait,1819,Orest Kiprensky
Romanticism,11321.jpg,Peace,wikiart,865802.0,2101.0,2064.0,marina,c.1842,William Turner
Romanticism,64716.jpg,The Women of the Flame,wikiart,921645.0,2427.0,1785.0,allegorical painting,1870,Dante Gabriel Rossetti
Romanticism,67953.jpg,The arrival at Bethlehem,wikiart,898648.0,2616.0,1656.0,religious painting,1897.0,Luc-Olivier Merson
Romanticism,19825.jpg,Cottage on Fire at Night,wikiart,772469.0,1751.0,2473.0,landscape,,Joseph Wright
Romanticism,79562.jpg,The Bower Meadow,wikiart,822048.0,2424.0,1785.0,genre painting,1872,Dante Gabriel Rossetti
Romanticism,20949.jpg,Fog,wikipedia,365703.0,1690.0,2560.0,marina,1807,Caspar David Friedrich
Romanticism,56497.jpg,St. Bartholemew's Day,wikiart,519846.0,2518.0,1718.0,history painting,,John Everett Millais
Romanticism,31500.jpg,The Knight Errant,wikiart,395795.0,2512.0,1722.0,literary painting,1870.0,John Everett Millais
Romanticism,22019.jpg,Cheetah with two Indian servants and a deer,wikipedia,314502.0,1689.0,2560.0,genre painting,1765,George Stubbs
Romanticism,8969.jpg,Valentine Rescuing Silvia from Proteus,wikiart,2149760.0,1852.0,2334.0,literary painting,1851,William Holman Hunt
Romanticism,40291.jpg,Melbourne and Milbanke Families,wikiart,242442.0,1687.0,2560.0,genre painting,,George Stubbs
Romanticism,73474.jpg,Rock arch in the Uttewalder Grund,wikiart,3140686.0,2469.0,1749.0,landscape,,Caspar David Friedrich
Impressionism,10661.jpg,"Late Afternoon in the Bluebonnets, S. W. Texas",wikiart,928401.0,1758.0,2451.0,landscape,1913.0,Robert Julian Onderdonk
Romanticism,14181.jpg,Pretty Baa-Lambs,wikiart,1693110.0,1831.0,2352.0,genre painting,1852,Ford Madox Brown
Romanticism,29644.jpg,Hay Makers ,wikiart,293921.0,1681.0,2560.0,genre painting,,George Stubbs
Romanticism,90450.jpg,Portrait of Georges Anthony,wikiart,226094.0,2278.0,1888.0,portrait,1796,Pierre-Paul Prud'hon
Romanticism,25598.jpg,Nicolas Perchet,wikiart,224402.0,2278.0,1888.0,portrait,1795,Pierre-Paul Prud'hon
Romanticism,31769.jpg,Family portrait of Madame Anthony and her children,wikiart,243254.0,2278.0,1888.0,portrait,1785,Pierre-Paul Prud'hon
Romanticism,94892.jpg,Study of a Peacock's Breast Feather ,wikiart,1957763.0,2613.0,1645.0,sketch and study,1875.0,John Ruskin
Romanticism,24550.jpg,Morning mist in the mountains,wikiart,498721.0,1679.0,2560.0,landscape,1808,Caspar David Friedrich
Impressionism,48779.jpg,A Balcony in Paris,wikiart,892027.0,2484.0,1729.0,cityscape,1881,Gustave Caillebotte
Impressionism,42889.jpg,"Palaces, Brussels",wikiart,912864.0,2581.0,1663.0,sketch and study,1887,James McNeill Whistler
Romanticism,32736.jpg,Saint George and the Princess Sabra,wikiart,804637.0,2697.0,1589.0,religious painting,1862,Dante Gabriel Rossetti
Romanticism,85761.jpg,Harvest,wikiart,333428.0,1674.0,2560.0,genre painting,1785,George Stubbs
Impressionism,55137.jpg,Langland Bay,wikiart,511815.0,1674.0,2560.0,cityscape,1872,Alfred Sisley
Impressionism,46190.jpg,Snow at Argenteuil 02,wikiart,891148.0,1784.0,2400.0,landscape,1874,Claude Monet
Impressionism,62867.jpg,View of the Village of Castelnau-le-Lez,wikiart,2037677.0,2648.0,1613.0,portrait,1868,Frederic Bazille
Romanticism,76306.jpg,"The Devil's Bridge, St. Gothard",wikiart,673044.0,2456.0,1738.0,landscape,,William Turner
Impressionism,37836.jpg,The Japanis Bridge (Footbridge over the Water-Lily Pond),wikiart,1688275.0,1706.0,2500.0,landscape,1924,Claude Monet
Romanticism,35174.jpg,A Difference of Opinion,wikiart,572329.0,2672.0,1596.0,genre painting,1896,Sir Lawrence Alma-Tadema
Romanticism,10958.jpg,The South Side of St Mark ,wikiart,2543745.0,2972.0,1432.0,cityscape,1851.0,John Ruskin
Romanticism,49494.jpg,The Royalist,wikipedia,890879.0,2516.0,1691.0,genre painting,,John Everett Millais
Impressionism,41138.jpg,Snow Effect,wikiart,1713944.0,1755.0,2423.0,genre painting,1880,Giuseppe de Nittis
Romanticism,102431.jpg,The Order of Release,wikiart,682283.0,2510.0,1692.0,genre painting,1853.0,John Everett Millais
Impressionism,88207.jpg,The Birthday Party,wikiart,1338852.0,1860.0,2282.0,genre painting,1887,John Singer Sargent
Impressionism,41060.jpg,Path at Varengeville,wikiart,1385947.0,2300.0,1845.0,landscape,1882,Claude Monet
Impressionism,7330.jpg,White and Yellow Chrysanthemums,wikiart,854403.0,2289.0,1851.0,flower painting,1893,Gustave Caillebotte
Impressionism,31113.jpg,The Boulevard Viewed from Above,wikiart,880973.0,2289.0,1851.0,cityscape,1880,Gustave Caillebotte
Romanticism,71822.jpg,View of Church of the Nativity in 1833,wikipedia,3258280.0,1755.0,2412.0,interior,1833,Maxim Vorobiev
Romanticism,103118.jpg,Antony and Cleopatra,wikiart,366797.0,1723.0,2456.0,literary painting,1883,Sir Lawrence Alma-Tadema
Romanticism,61331.jpg,Coal cars,wikiart,433343.0,1653.0,2560.0,genre painting,1822,Theodore Gericault
Romanticism,26311.jpg,"The Inferno, Canto 7",wikiart,1598351.0,1833.0,2305.0,illustration,,Gustave Dore
Romanticism,36982.jpg,The Ducal Palace,wikiart,2289354.0,2568.0,1644.0,interior,1850.0,John Ruskin
Romanticism,2409.jpg,Astarte Syriaca,wikiart,502118.0,2645.0,1596.0,mythological painting,1878,Dante Gabriel Rossetti
Romanticism,74080.jpg,"Venice, seen from the Giudecca Canal ",wikiart,396160.0,1648.0,2560.0,cityscape,1840,William Turner
Impressionism,69687.jpg,Two Vases with Chrysanthems,wikiart,1584730.0,1833.0,2300.0,flower painting,1888,Claude Monet
Romanticism,49552.jpg,King Cophetua and the Beggar Maid,wikiart,6206569.0,3058.0,1378.0,literary painting,1884,Edward Burne-Jones
Romanticism,62217.jpg,A Kiss,wikiart,218450.0,1720.0,2449.0,genre painting,1891,Sir Lawrence Alma-Tadema
Impressionism,93614.jpg,The Secret Rendez Vous,wikiart,3517499.0,2401.0,1751.0,genre painting,1890,James Tissot
Impressionism,22411.jpg,Interior of a Studio,wikiart,555780.0,2289.0,1834.0,interior,c.1874,Gustave Caillebotte
Romanticism,71583.jpg,"The Inferno, Canto 10",wikiart,1367699.0,2286.0,1836.0,illustration,,Gustave Dore
Romanticism,93464.jpg,The wedding of Saint George and Princess Sabra,wikiart,697909.0,2073.0,2024.0,religious painting,1857,Dante Gabriel Rossetti
Romanticism,5006.jpg,The Gates of the Hills ,wikiart,1644544.0,2176.0,1928.0,landscape,1855.0,John Ruskin
Impressionism,100691.jpg,Monte Carlo Seen from Roquebrune,wikiart,516570.0,1826.0,2295.0,cityscape,1884,Claude Monet
Impressionism,39848.jpg,In the Sunshine,wikiart,606225.0,1809.0,2316.0,genre painting,c.1881,James Tissot
Romanticism,100412.jpg,Comparisons,wikiart,399129.0,1709.0,2450.0,genre painting,1892,Sir Lawrence Alma-Tadema
Impressionism,37778.jpg,The Small Arm of the Seine at Argenteuil,wikiart,1015936.0,1774.0,2357.0,landscape,1876,Claude Monet
Impressionism,24081.jpg,Harney Desert 02,wikiart,492665.0,1940.0,2155.0,landscape,1908,Childe Hassam
Impressionism,40783.jpg,Semiramis Building Babylon,wikiart,767237.0,1553.0,2683.0,history painting,1861,Edgar Degas
Impressionism,96381.jpg,Beach Scene,wikiart,787530.0,1529.0,2723.0,genre painting,1877,Edgar Degas
Romanticism,83944.jpg,The Twig,wikiart,820597.0,2332.0,1785.0,portrait,1865,Dante Gabriel Rossetti
Impressionism,65035.jpg,Autumn Effect at Argenteuil,wikipedia,2082276.0,1663.0,2500.0,landscape,1873,Claude Monet
Romanticism,51713.jpg,Portrait of Colonel Alasdair Mcdonnell of Glengarry,wikiart,208482.0,2638.0,1576.0,portrait,c.1812,Henry Raeburn
Romanticism,65424.jpg,The Seed of David,wikiart,729804.0,1776.0,2340.0,religious painting,1858,Dante Gabriel Rossetti
Romanticism,63050.jpg,Nattlig marin med brinnande fartyg,wikiart,961268.0,1721.0,2414.0,marina,,Marcus Larson
Romanticism,88198.jpg,Portrait of Constance Mayer,wikiart,357162.0,2351.0,1767.0,portrait,1804,Pierre-Paul Prud'hon
Impressionism,4696.jpg,Boulevard des Italiens,wikiart,828552.0,1846.0,2248.0,cityscape,c.1880,Gustave Caillebotte
Romanticism,22862.jpg,"The Inferno, Canto 34",wikiart,1433921.0,1820.0,2280.0,illustration,,Gustave Dore
Romanticism,65048.jpg,"The Inferno, Canto 8",wikiart,1371854.0,1817.0,2283.0,illustration,,Gustave Dore
Romanticism,47995.jpg,Sappho and Alcaeus,wikiart,322066.0,1576.0,2632.0,history painting,1881,Sir Lawrence Alma-Tadema
Romanticism,75263.jpg,"The Inferno, Canto 32",wikiart,1167102.0,1817.0,2280.0,illustration,,Gustave Dore
Romanticism,71807.jpg,Horse Devoured by a Lion,wikiart,1859241.0,1657.0,2500.0,wildlife painting,,George Stubbs
Romanticism,69158.jpg,The Strolling Players,wikiart,2558112.0,2362.0,1753.0,genre painting,1793,Francisco Goya
Impressionism,84656.jpg,Return of the Terre Neuvier,wikiart,542562.0,1701.0,2432.0,genre painting,1875,Eugene Boudin
Romanticism,17188.jpg,"The Inferno, Canto 8",wikiart,1535677.0,1808.0,2287.0,illustration,,Gustave Dore
Romanticism,79065.jpg,Madame Copia,wikiart,270725.0,2286.0,1808.0,portrait,1792,Pierre-Paul Prud'hon
Impressionism,48388.jpg,The Family Doctor János Plesch,wikiart,824909.0,1778.0,2322.0,portrait,1928.0,Max Slevogt
Romanticism,38032.jpg,A Street in Venice ,wikiart,2344495.0,2632.0,1568.0,sketch and study,1876.0,John Ruskin
Romanticism,99952.jpg,Unconscious Rivals,wikiart,369718.0,1685.0,2449.0,genre painting,1893,Sir Lawrence Alma-Tadema
Romanticism,17946.jpg,On the Pontine swamps,wikiart,2373645.0,1808.0,2281.0,landscape,1851,Arnold Böcklin
Romanticism,43561.jpg,Hotel de Ville Brussels ,wikiart,2500206.0,2512.0,1640.0,cityscape,1833.0,John Ruskin
Romanticism,7.jpg,"The Inferno, Canto 28",wikiart,1640937.0,1818.0,2265.0,illustration,,Gustave Dore
Impressionism,23470.jpg,Study of Gentile Bellini,wikiart,1106053.0,2517.0,1635.0,sketch and study,1855,Edgar Degas
Romanticism,47545.jpg,"The Inferno, Canto 21",wikiart,1482054.0,1817.0,2264.0,illustration,,Gustave Dore
Romanticism,74017.jpg,"The Inferno, Canto 32",wikiart,1541977.0,1787.0,2299.0,illustration,,Gustave Dore
Romanticism,36615.jpg,Trust Me,wikiart,508491.0,2508.0,1637.0,genre painting,1862.0,John Everett Millais
Impressionism,93750.jpg,"Francisco d'Andrade, Reading a Newspaper",wikiart,3329100.0,1821.0,2253.0,portrait,1903.0,Max Slevogt
Romanticism,788.jpg,"The Inferno, Canto 30",wikiart,1737439.0,1814.0,2261.0,illustration,,Gustave Dore
Romanticism,45917.jpg,"The Inferno, Canto 18",wikiart,1195315.0,1805.0,2271.0,illustration,,Gustave Dore
Romanticism,38208.jpg,The Finding of Moses,wikiart,1165427.0,1669.0,2456.0,religious painting,1904,Sir Lawrence Alma-Tadema
Romanticism,30960.jpg,The Blessed Damozel,wikiart,702422.0,2658.0,1542.0,genre painting,1878,Dante Gabriel Rossetti
Impressionism,18035.jpg,The White Bridge,wikipedia,406664.0,2024.0,2024.0,landscape,1897,John Henry Twachtman
Romanticism,16758.jpg,"The Inferno, Canto 33",wikiart,1584832.0,1811.0,2261.0,illustration,,Gustave Dore
Romanticism,90313.jpg,"The Inferno, Canto 33",wikiart,1481331.0,1802.0,2271.0,illustration,,Gustave Dore
Romanticism,94520.jpg,"A Huguenot, on St. Bartholomew's Day, Refusing to Shield Himself from Danger by Wearing the Roman Catholic Badge ",wikiart,512420.0,2509.0,1630.0,history painting,1852.0,John Everett Millais
Romanticism,14961.jpg,The Childhood of Mary Virgin,wikiart,1000646.0,2374.0,1722.0,religious painting,1849,Dante Gabriel Rossetti
Romanticism,74444.jpg,"The Inferno, Canto 5",wikiart,1397503.0,2261.0,1808.0,illustration,,Gustave Dore
Romanticism,66583.jpg,Passion Flowers with Hummingbirds,wikiart,619116.0,1728.0,2365.0,animal painting,1883.0,Martin Johnson Heade
Romanticism,93631.jpg,"The Inferno, Canto 15",wikiart,1491723.0,1787.0,2285.0,illustration,,Gustave Dore
Romanticism,33916.jpg,Yarmouth Pier,wikiart,1768012.0,1595.0,2560.0,landscape,1822,John Constable
Romanticism,43966.jpg,"The Inferno, Canto 7",wikiart,1592849.0,1805.0,2261.0,illustration,,Gustave Dore
Romanticism,42753.jpg,"The Inferno, Canto 13",wikiart,1582359.0,1790.0,2279.0,illustration,,Gustave Dore
Impressionism,76166.jpg,Melon and Fruit Bowl with Figs,wikiart,815015.0,1842.0,2214.0,still life,1882,Gustave Caillebotte
Impressionism,18873.jpg,"Argenteuil, Flowers by the Riverbank",wikiart,823938.0,1847.0,2208.0,landscape,1877,Claude Monet
Impressionism,59016.jpg,"Interior, Woman Reading",wikiart,620824.0,1820.0,2240.0,genre painting,1880,Gustave Caillebotte
Romanticism,75900.jpg,"The Inferno, Canto 24",wikiart,1746227.0,1789.0,2277.0,illustration,,Gustave Dore
Romanticism,60516.jpg,"The Inferno, Canto 22",wikiart,1665361.0,2280.0,1786.0,illustration,,Gustave Dore
Romanticism,53020.jpg,"The Inferno, Canto 32",wikiart,1196071.0,1808.0,2252.0,illustration,,Gustave Dore
Romanticism,83631.jpg,View on Lake Winnipiseogee,wikiart,802526.0,1735.0,2345.0,landscape,1828,Thomas Cole
Romanticism,72434.jpg,Seascape Study with Rain Cloud,wikiart,1267169.0,1719.0,2363.0,marina,c.1827,John Constable
Romanticism,39019.jpg,Rainstorm over the Sea,wikiart,1267169.0,1719.0,2363.0,marina,1828,John Constable
Impressionism,92016.jpg,Young Girl Seated in a Yellow Armchair,wikiart,589371.0,2188.0,1854.0,portrait,c.1902,Mary Cassatt
Romanticism,14046.jpg,Christ in the House of His Parents,wikiart,631002.0,1603.0,2530.0,religious painting,1849.0,John Everett Millais
Romanticism,68380.jpg,Once it Chased Dr. Wilkerson Into the Very Town Itself ,wikiart,640859.0,2505.0,1618.0,illustration,1909.0,Howard Pyle
Romanticism,70268.jpg,"The Inferno, Canto 12",wikiart,1469733.0,1799.0,2252.0,illustration,,Gustave Dore
Romanticism,33868.jpg,Regina Cordium: Alice Wilding,wikiart,899788.0,2281.0,1776.0,portrait,1866,Dante Gabriel Rossetti
Romanticism,40724.jpg,Study for Ophelia,wikiart,468301.0,1724.0,2348.0,sketch and study,1852.0,John Everett Millais
Romanticism,77709.jpg,"The Inferno, Canto 12",wikiart,1598473.0,2246.0,1802.0,illustration,,Gustave Dore
Romanticism,37600.jpg,"The Spirit of Justice, study for the head of a Counsellor",wikiart,707860.0,2409.0,1680.0,sketch and study,c.1844,Ford Madox Brown
Impressionism,9023.jpg,On the Bridge,wikiart,1269140.0,1618.0,2500.0,genre painting,1888.0,Georg Pauli
Romanticism,58161.jpg,Ferdinand Lured by Ariel,wikiart,431110.0,2397.0,1687.0,literary painting,1850.0,John Everett Millais
Romanticism,3687.jpg,"The Inferno, Canto 5",wikiart,1375749.0,2259.0,1790.0,illustration,,Gustave Dore
Romanticism,50271.jpg,"The Inferno, Canto 9",wikiart,1433530.0,1805.0,2239.0,illustration,,Gustave Dore
Romanticism,9086.jpg,"The Inferno, Canto 19",wikiart,1438536.0,2261.0,1786.0,illustration,,Gustave Dore
Impressionism,14092.jpg,The Parquet Planers,wikiart,568521.0,1793.0,2252.0,genre painting,1876,Gustave Caillebotte
Romanticism,82556.jpg,"The Inferno, Canto 18",wikiart,1428946.0,2267.0,1780.0,illustration,,Gustave Dore
Impressionism,12419.jpg,Traffic Island on Boulevard Haussmann,wikiart,877599.0,1801.0,2240.0,cityscape,c.1880,Gustave Caillebotte
Romanticism,3457.jpg,Justice and Divine Vengeance pursuing Crime (study),wikiart,656290.0,1790.0,2253.0,sketch and study,1808,Pierre-Paul Prud'hon
Romanticism,81283.jpg,Portrait of Colonel Evgraf V. Davydov  ,wikiart,1126302.0,2370.0,1700.0,portrait,1809,Orest Kiprensky
Impressionism,78299.jpg,Women on the Beach at Berck,wikiart,461544.0,1671.0,2411.0,genre painting,1881,Eugene Boudin
Romanticism,38958.jpg,St. Peter's from the south,wikiart,392503.0,1572.0,2560.0,cityscape,1819,William Turner
Romanticism,32955.jpg,"The Inferno, Canto 33",wikiart,1485427.0,1777.0,2264.0,illustration,,Gustave Dore
Romanticism,87286.jpg,Cymon and Iphigenia,wikiart,727320.0,1717.0,2343.0,mythological painting,1851.0,John Everett Millais
Romanticism,32406.jpg,Portrait of Darya Nikolaevna Chvostova,wikiart,1076038.0,2233.0,1800.0,portrait,1814,Orest Kiprensky
Romanticism,85764.jpg,"The Inferno, Canto 21",wikiart,1425075.0,1783.0,2252.0,illustration,,Gustave Dore
Impressionism,98872.jpg,"Man on a Balcony, Boulevard Haussmann",wikiart,696097.0,2293.0,1748.0,genre painting,1880,Gustave Caillebotte
Romanticism,27545.jpg,"The Inferno, Canto 12",wikiart,1497886.0,1768.0,2267.0,illustration,,Gustave Dore
Romanticism,63909.jpg,Portrait of a woman with her child,wikiart,265063.0,2298.0,1744.0,portrait,,Pierre-Paul Prud'hon
Romanticism,19289.jpg,"The Inferno, Canto 5",wikiart,1661998.0,2251.0,1780.0,illustration,,Gustave Dore
Romanticism,88412.jpg,The Godhead Fires,wikiart,499465.0,2387.0,1678.0,mythological painting,1878,Edward Burne-Jones
Romanticism,29443.jpg,"The Inferno, Canto 34",wikiart,1261491.0,2246.0,1783.0,illustration,,Gustave Dore
Romanticism,73851.jpg,Sir Launcelot in the Queen`s Chamber,wikiart,1517880.0,1721.0,2326.0,literary painting,,Dante Gabriel Rossetti
Romanticism,11505.jpg,"The Inferno, Canto 6",wikiart,1316555.0,1789.0,2237.0,illustration,,Gustave Dore
Romanticism,103127.jpg,"The Inferno, Canto 30",wikiart,1705206.0,2240.0,1786.0,illustration,,Gustave Dore
Romanticism,48706.jpg,"The Inferno, Canto 22",wikiart,1529630.0,1767.0,2262.0,illustration,,Gustave Dore
Romanticism,46234.jpg,High mountains with chamoises,wikiart,1887085.0,1797.0,2224.0,landscape,1849,Arnold Böcklin
Impressionism,33584.jpg,Dancer,wikiart,507669.0,1974.0,2024.0,genre painting,,Edgar Degas
Romanticism,57848.jpg,A Sea Spell,wikiart,605725.0,2238.0,1785.0,portrait,1877,Dante Gabriel Rossetti
Romanticism,52914.jpg,Hero and Leander's farewell,wikiart,303116.0,1558.0,2560.0,literary painting,1837,William Turner
Romanticism,40720.jpg,Portrait of the Count G.Bobrinsky,wikiart,1091973.0,2485.0,1605.0,portrait,,Konstantin Makovsky
Romanticism,23121.jpg,A Coign of Vantage,wikiart,594996.0,2407.0,1655.0,genre painting,1895,Sir Lawrence Alma-Tadema
Romanticism,56039.jpg,"The Inferno, Canto 13",wikiart,1568003.0,1771.0,2249.0,illustration,,Gustave Dore
Romanticism,18772.jpg,"The Inferno, Canto 9",wikiart,1411920.0,2221.0,1790.0,illustration,,Gustave Dore
Romanticism,76219.jpg,The Blue Closet,wikiart,7810274.0,2332.0,1704.0,genre painting,1857,Dante Gabriel Rossetti
Impressionism,93548.jpg,Spring Flowers,wikiart,770931.0,2337.0,1700.0,flower painting,1864,Claude Monet
Impressionism,63889.jpg,Lungo l'Ofanto,wikiart,1569574.0,1584.0,2506.0,landscape,1870,Giuseppe de Nittis
Impressionism,2298.jpg,"Vetheuil, The Church  in Winter",wikiart,922961.0,2337.0,1698.0,cityscape,1879,Claude Monet
Romanticism,76238.jpg,Portrait of Bryce McMurdo,wikipedia,464098.0,2514.0,1576.0,portrait,c.1800,Henry Raeburn
Romanticism,19267.jpg,"The Inferno, Canto 31",wikiart,1656183.0,1779.0,2227.0,illustration,,Gustave Dore
Impressionism,37146.jpg,Regatta at Argenteuil,wikiart,669668.0,2334.0,1697.0,genre painting,1893,Gustave Caillebotte
Romanticism,26647.jpg,Sir Francis Burdett,wikiart,689135.0,3297.0,1200.0,sketch and study,,Edwin Henry Landseer
Impressionism,82613.jpg,The Canoes,wikiart,804348.0,2332.0,1695.0,genre painting,1878,Gustave Caillebotte
Romanticism,15743.jpg,The Roses of Heliogabalus,wikiart,450979.0,1609.0,2455.0,genre painting,1888,Sir Lawrence Alma-Tadema
Impressionism,7297.jpg,"Ecola Beach, Oregon",wikiart,354585.0,1826.0,2162.0,landscape,1904,Childe Hassam
Impressionism,36429.jpg,Portrait of Madame X...,wikiart,672561.0,2299.0,1717.0,portrait,1878,Gustave Caillebotte
Impressionism,3644.jpg,Woman at a Dressing Table,wikiart,722547.0,1770.0,2229.0,genre painting,c.1873,Gustave Caillebotte
Impressionism,65210.jpg,Man at His Bath,wikiart,544303.0,2329.0,1694.0,genre painting,1884,Gustave Caillebotte
Impressionism,16660.jpg,Billiards,wikiart,594244.0,1694.0,2329.0,genre painting,c.1876,Gustave Caillebotte
Impressionism,22382.jpg,"Seascape, Regatta at Villers",wikiart,608386.0,1694.0,2329.0,marina,c.1884,Gustave Caillebotte
Impressionism,19310.jpg,Seehafen,wikiart,414195.0,1541.0,2560.0,landscape,1870,Eugene Boudin
Impressionism,99112.jpg,The Orange Trees or The Artist's Brother in His Garden,wikiart,618697.0,2329.0,1693.0,genre painting,1878,Gustave Caillebotte
Impressionism,50613.jpg,"Spring Morning in the Heart of the City (aka Madison Square, New York)",wikiart,372953.0,2337.0,1685.0,cityscape,,Childe Hassam
Romanticism,65263.jpg,View from my Window at Mornex ,wikiart,2109485.0,1660.0,2372.0,landscape,1863.0,John Ruskin
Romanticism,36062.jpg,The Abbey in the Oakwood,wikiart,965410.0,1559.0,2524.0,landscape,1810,Caspar David Friedrich
Impressionism,3170.jpg,Winter Landscape,wikiart,419716.0,1993.0,1974.0,landscape,1900,John Henry Twachtman
Impressionism,61268.jpg,In the Garden (aka Celia Thaxter in Her Garden,wikiart,518724.0,2199.0,1789.0,genre painting,,Childe Hassam
